queue_order,diversity,job_duration_s,slow_reconfig_s,fast_reconfig_s,window_size,static_makespan_s,per_job_makespan_s,stratocs_makespan_s,oracle_makespan_s,static_speedup,per_job_speedup,oracle_loss_pct,reconfig_fraction,slow_reconfig_reduction_pct,retained_improvement_pct,verdict
clustered,low,259200,1,0,2,5184000.0,5033105.012,5036258.8719999995,5033085.012,1.029335491235646,0.9993737692838758,0.06305993227677664,1.985600870439132e-06,50.0,97.9035481883354,drop
random_avg,low,259200,1,0,2,5184000.0,5033105.011999999,5037317.5744,5033085.011999999,1.0291191846077485,0.9991637588724173,0.08409479255585772,1.9851836122834654e-06,50.0,97.20202581866735,drop
clustered,low,259200,1,0,5,5184000.0,5033105.012,5038294.072000001,5033085.012,1.0289196950233117,0.9989700759967867,0.103496364308997,7.93919517764901e-07,80.0,96.55099863242177,drop
random_avg,low,259200,1,0,5,5184000.0,5033105.011999999,5040708.584799999,5033085.011999999,1.0284268741929468,0.9984916001111135,0.15146918404565834,7.935392547785083e-07,80.0,94.95108279106068,drop
clustered,low,259200,1,0,10,5184000.0,5033105.012,5041313.047999999,5033085.012,1.0283035293863785,0.9983718456041418,0.1634789792022362,3.9672204065832503e-07,90.0,94.54922528967205,drop
random_avg,low,259200,1,0,10,5184000.0,5033105.011999999,5041313.0479999995,5033085.011999999,1.0283035293863783,0.9983718456041415,0.16347897920228505,3.96722040658325e-07,90.0,94.54922528967074,drop
clustered,low,259200,1,0,20,5184000.0,5033105.012,5041312.047999999,5033085.012,1.0283037333617562,0.9983720436422391,0.1634591106723482,1.9836105967626471e-07,95.0,94.54922528967205,drop
random_avg,low,259200,1,0,20,5184000.0,5033105.011999999,5041312.047999999,5033085.011999999,1.0283037333617562,0.9983720436422389,0.16345911067237484,1.9836105967626471e-07,95.0,94.54922528967136,drop
clustered,low,259200,1,0.001,2,5184000.0,5033105.032,5036258.891999999,5033085.012,1.0293354871479472,0.9993737692863627,0.06306032964735753,1.9895720642790184e-06,50.0,97.9035481883354,drop
random_avg,low,259200,1,0.001,2,5184000.0,5033105.031999999,5037317.5944,5033085.011999999,1.0291191805217674,0.9991637588757373,0.08409518992643861,1.9891539716103605e-06,50.0,97.20202581866735,drop
clustered,low,259200,1,0.001,5,5184000.0,5033105.032,5038294.092,5033085.012,1.0289196909389147,0.998970076000875,0.10349676167957789,7.978891121864268e-07,80.0,96.55099863242177,drop
random_avg,low,259200,1,0.001,5,5184000.0,5033105.031999999,5040708.604799999,5033085.011999999,1.0284268701124613,0.9984916001170983,0.1514695814162481,7.975069478881353e-07,80.0,94.95108279106068,drop
clustered,low,259200,1,0.001,10,5184000.0,5033105.032,5041313.067999998,5033085.012,1.028303525306872,0.9983718456106011,0.16347937657281708,4.0068925947528573e-07,90.0,94.54922528967205,drop
random_avg,low,259200,1,0.001,10,5184000.0,5033105.031999999,5041313.067999999,5033085.011999999,1.0283035253068717,0.9983718456106007,0.16347937657286593,4.006892594752857e-07,90.0,94.54922528967074,drop
clustered,low,259200,1,0.001,20,5184000.0,5033105.032,5041312.067999998,5033085.012,1.0283037292822481,0.9983720436486975,0.16345950804292908,2.0232828006710898e-07,95.0,94.54922528967205,drop
random_avg,low,259200,1,0.001,20,5184000.0,5033105.031999999,5041312.067999998,5033085.011999999,1.0283037292822481,0.9983720436486972,0.16345950804295573,2.0232828006710898e-07,95.0,94.54922528967136,drop
clustered,low,259200,1,0.01,2,5184000.0,5033105.212,5036259.072,5033085.012,1.0293354503586587,0.9993737693087447,0.06306390598274092,2.025312807418657e-06,50.0,97.9035481883354,drop
random_avg,low,259200,1,0.01,2,5184000.0,5033105.211999999,5037317.7744,5033085.011999999,1.029119143747938,0.9991637589056179,0.08409876626183976,2.024887204133674e-06,50.0,97.20202581866735,drop
clustered,low,259200,1,0.01,5,5184000.0,5033105.212,5038294.272000001,5033085.012,1.028919654179342,0.9989700760376704,0.10350033801496128,8.336154605619669e-07,80.0,96.55099863242177,drop
random_avg,low,259200,1,0.01,5,5184000.0,5033105.211999999,5040708.7848,5033085.011999999,1.0284268333880922,0.998491600170961,0.15147315775164039,8.33216184457945e-07,80.0,94.95108279106068,drop
clustered,low,259200,1,0.01,10,5184000.0,5033105.212,5041313.247999999,5033085.012,1.0283034885913127,0.9983718456687343,0.16348295290822268,4.363942274114367e-07,90.0,94.54922528967205,drop
random_avg,low,259200,1,0.01,10,5184000.0,5033105.211999999,5041313.248,5033085.011999999,1.0283034885913125,0.9983718456687339,0.1634829529082671,4.3639422741143666e-07,90.0,94.54922528967074,drop
clustered,low,259200,1,0.01,20,5184000.0,5033105.212,5041312.247999999,5033085.012,1.0283036925666742,0.9983720437068236,0.16346308437833468,2.380332621682116e-07,95.0,94.54922528967205,drop
random_avg,low,259200,1,0.01,20,5184000.0,5033105.211999999,5041312.247999999,5033085.011999999,1.0283036925666742,0.9983720437068234,0.16346308437835244,2.380332621682116e-07,95.0,94.54922528967136,drop
clustered,low,259200,5,0,2,5184000.0,5033185.012,5036298.8719999995,5033085.012,1.0293273159027883,0.9993817165980138,0.06385467347236329,9.927925500605598e-06,50.0,97.9035481883354,drop
random_avg,low,259200,5,0,2,5184000.0,5033185.011999999,5037357.5744,5033085.011999999,1.0291110127102339,0.9991717061838907,0.08488953375146213,9.925839242961361e-06,50.0,97.20202581866735,drop
clustered,low,259200,5,0,5,5184000.0,5033185.012,5038310.072000001,5033085.012,1.028916427515976,0.9989827819394279,0.10381426078722722,3.969584982700524e-06,80.0,96.55099863242177,drop
random_avg,low,259200,5,0,5,5184000.0,5033185.011999999,5040724.584799999,5033085.011999999,1.0284236098148176,0.9985043014866657,0.15178708052389744,3.967683679841117e-06,80.0,94.95108279106068,drop
clustered,low,259200,5,0,10,5184000.0,5033185.012,5041321.047999999,5033085.012,1.0283018975862697,0.9983861301586364,0.1636379274413624,1.9836070555290693e-06,90.0,94.54922528967205,drop
random_avg,low,259200,5,0,10,5184000.0,5033185.011999999,5041321.0479999995,5033085.011999999,1.0283018975862694,0.9983861301586361,0.16363792744138905,1.9836070555290693e-06,90.0,94.54922528967074,drop
clustered,low,259200,5,0,20,5184000.0,5033185.012,5041316.047999999,5033085.012,1.0283029174607308,0.9983871203625045,0.1635385847919002,9.91804511439748e-07,95.0,94.54922528967205,drop
random_avg,low,259200,5,0,20,5184000.0,5033185.011999999,5041316.047999999,5033085.011999999,1.0283029174607308,0.9983871203625043,0.16353858479192684,9.91804511439748e-07,95.0,94.54922528967136,drop
clustered,low,259200,5,0.001,2,5184000.0,5033185.032,5036298.891999999,5033085.012,1.0293273118151545,0.9993817166004691,0.06385507084296638,9.931896631364589e-06,50.0,97.9035481883354,drop
random_avg,low,259200,5,0.001,2,5184000.0,5033185.031999999,5037357.5944,5033085.011999999,1.0291110086243178,0.9991717061871792,0.08488993112204746,9.929809539233869e-06,50.0,97.20202581866735,drop
clustered,low,259200,5,0.001,5,5184000.0,5033185.032,5038310.092,5033085.012,1.0289164234316048,0.9989827819434659,0.1038146581578081,3.973554551909863e-06,80.0,96.55099863242177,drop
random_avg,low,259200,5,0.001,5,5184000.0,5033185.031999999,5040724.604799999,5033085.011999999,1.028423605734358,0.9985043014926,0.1517874778944872,3.971651347762702e-06,80.0,94.95108279106068,drop
clustered,low,259200,5,0.001,10,5184000.0,5033185.032,5041321.067999998,5033085.012,1.028301893506776,0.9983861301650391,0.1636383248119433,1.987574261754995e-06,90.0,94.54922528967205,drop
random_avg,low,259200,5,0.001,10,5184000.0,5033185.031999999,5041321.067999999,5033085.011999999,1.0283018935067758,0.9983861301650386,0.16363832481199214,1.9875742617549947e-06,90.0,94.54922528967074,drop
clustered,low,259200,5,0.001,20,5184000.0,5033185.032,5041316.067999998,5033085.012,1.028302913381229,0.9983871203689032,0.1635389821625033,9.957717255350634e-07,95.0,94.54922528967205,drop
random_avg,low,259200,5,0.001,20,5184000.0,5033185.031999999,5041316.067999998,5033085.011999999,1.028302913381229,0.998387120368903,0.16353898216252105,9.957717255350634e-07,95.0,94.54922528967136,drop
clustered,low,259200,5,0.01,2,5184000.0,5033185.212,5036299.072,5033085.012,1.0293272750264504,0.9993817166225669,0.06385864717834977,9.967636806776198e-06,50.0,97.9035481883354,drop
random_avg,low,259200,5,0.01,2,5184000.0,5033185.211999999,5037357.7744,5033085.011999999,1.0291109718510725,0.9991717062167756,0.08489350745743529,9.965542204267716e-06,50.0,97.20202581866735,drop
clustered,low,259200,5,0.01,5,5184000.0,5033185.212,5038310.272000001,5033085.012,1.0289163866722655,0.9989827819798073,0.1038182344932137,4.0092806733757256e-06,80.0,96.55099863242177,drop
random_avg,low,259200,5,0.01,5,5184000.0,5033185.211999999,5040724.7848,5033085.011999999,1.0284235690102221,0.998504301546009,0.15179105422988393,4.00736035764014e-06,80.0,94.95108279106068,drop
clustered,low,259200,5,0.01,10,5184000.0,5033185.212,5041321.247999999,5033085.012,1.0283018567913331,0.9983861302226621,0.1636419011473489,2.0232791163718363e-06,90.0,94.54922528967205,drop
random_avg,low,259200,5,0.01,10,5184000.0,5033185.211999999,5041321.248,5033085.011999999,1.0283018567913331,0.9983861302226618,0.16364190114737553,2.023279116371836e-06,90.0,94.54922528967074,drop
clustered,low,259200,5,0.01,20,5184000.0,5033185.212,5041316.247999999,5033085.012,1.0283028766657134,0.9983871204264909,0.16354255849788668,1.0314766509764102e-06,95.0,94.54922528967205,drop
random_avg,low,259200,5,0.01,20,5184000.0,5033185.211999999,5041316.247999999,5033085.011999999,1.0283028766657134,0.9983871204264907,0.16354255849791333,1.0314766509764102e-06,95.0,94.54922528967136,drop
clustered,low,259200,30,0,2,5184000.0,5033685.012,5036548.8719999995,5033085.012,1.02927622301448,0.9994313844513809,0.06882180594487419,5.9564596239263895e-05,50.0,97.9035481883354,drop
random_avg,low,259200,30,0,2,5184000.0,5033685.011999999,5037607.5744,5033085.011999999,1.0290599412909665,0.9992213740212069,0.0898566662239686,5.955207993581981e-05,50.0,97.20202581866735,drop
clustered,low,259200,30,0,5,5184000.0,5033685.012,5038410.072000001,5033085.012,1.0288960060653036,0.9990621922526197,0.10580111377622714,2.3817037177437587e-05,80.0,96.55099863242177,drop
random_avg,low,259200,30,0,5,5184000.0,5033685.011999999,5040824.584799999,5033085.011999999,1.0284032079210126,0.9985836832570832,0.15377393351290625,2.38056298129864e-05,80.0,94.95108279106068,drop
clustered,low,259200,30,0,10,5184000.0,5033685.012,5041371.047999999,5033085.012,1.0282916989529236,0.9984754075970965,0.16463135393585127,1.1901524293436618e-05,90.0,94.54922528967205,drop
random_avg,low,259200,30,0,10,5184000.0,5033685.011999999,5041371.0479999995,5033085.011999999,1.0282916989529236,0.9984754075970961,0.16463135393590012,1.1901524293436614e-05,90.0,94.54922528967074,drop
clustered,low,259200,30,0,20,5184000.0,5033685.012,5041341.047999999,5033085.012,1.0282978181086553,0.9984813493221143,0.16403529803916683,5.950797558499162e-06,95.0,94.54922528967205,drop
random_avg,low,259200,30,0,20,5184000.0,5033685.011999999,5041341.047999999,5033085.011999999,1.0282978181086553,0.9984813493221141,0.16403529803917571,5.950797558499162e-06,95.0,94.54922528967136,drop
clustered,low,259200,30,0.001,2,5184000.0,5033685.032,5036548.891999999,5033085.012,1.0292762189272522,0.9994313844536388,0.06882220331547728,5.956856697580134e-05,50.0,97.9035481883354,drop
random_avg,low,259200,30,0.001,2,5184000.0,5033685.031999999,5037607.5944,5033085.011999999,1.0290599372054559,0.999221374024298,0.08985706359455836,5.955604983803642e-05,50.0,97.20202581866735,drop
clustered,low,259200,30,0.001,5,5184000.0,5033685.032,5038410.092,5033085.012,1.0288960019810947,0.9990621922563423,0.10580151114683023,2.3821006589076193e-05,80.0,96.55099863242177,drop
random_avg,low,259200,30,0.001,5,5184000.0,5033685.031999999,5040824.604799999,5033085.011999999,1.0284032038407147,0.9985836832627025,0.15377433088349157,2.3809597323488156e-05,80.0,94.95108279106068,drop
clustered,low,259200,30,0.001,10,5184000.0,5033685.032,5041371.067999998,5033085.012,1.028291694873511,0.9984754076031448,0.16463175130645435,1.1905491420969932e-05,90.0,94.54922528967205,drop
random_avg,low,259200,30,0.001,10,5184000.0,5033685.031999999,5041371.067999999,5033085.011999999,1.0282916948735108,0.9984754076031445,0.164631751306481,1.190549142096993e-05,90.0,94.54922528967074,drop
clustered,low,259200,30,0.001,20,5184000.0,5033685.032,5041341.067999998,5033085.012,1.0282978140291938,0.998481349328139,0.16403569540974772,5.954764733247762e-06,95.0,94.54922528967205,drop
random_avg,low,259200,30,0.001,20,5184000.0,5033685.031999999,5041341.067999998,5033085.011999999,1.0282978140291938,0.9984813493281388,0.16403569540977436,5.954764733247762e-06,95.0,94.54922528967136,drop
clustered,low,259200,30,0.01,2,5184000.0,5033685.212,5036549.072,5033085.012,1.0292761821422,0.9994313844739604,0.06882577965086067,5.960430360321922e-05,50.0,97.9035481883354,drop
random_avg,low,259200,30,0.01,2,5184000.0,5033685.211999999,5037607.7744,5033085.011999999,1.0290599004358603,0.9992213740521182,0.08986063992994175,5.9591778956567366e-05,50.0,97.20202581866735,drop
clustered,low,259200,30,0.01,5,5184000.0,5033685.212,5038410.272000001,5033085.012,1.0288959652232146,0.999062192289846,0.10580508748221362,2.3856731292405555e-05,80.0,96.55099863242177,drop
random_avg,low,259200,30,0.01,5,5184000.0,5033685.211999999,5040824.7848,5033085.011999999,1.028403167118036,0.9985836833132757,0.15377790721888385,2.3845304916587177e-05,80.0,94.95108279106068,drop
clustered,low,259200,30,0.01,10,5184000.0,5033685.212,5041371.247999999,5033085.012,1.0282916581587964,0.9984754076575797,0.16463532764183775,1.1941195567353308e-05,90.0,94.54922528967205,drop
random_avg,low,259200,30,0.01,10,5184000.0,5033685.211999999,5041371.248,5033085.011999999,1.0282916581587964,0.9984754076575794,0.1646353276418866,1.1941195567353307e-05,90.0,94.54922528967074,drop
clustered,low,259200,30,0.01,20,5184000.0,5033685.212,5041341.247999999,5033085.012,1.0282977773140425,0.9984813493823621,0.1640392717451311,5.990469304568689e-06,95.0,94.54922528967205,drop
random_avg,low,259200,30,0.01,20,5184000.0,5033685.211999999,5041341.247999999,5033085.011999999,1.0282977773140425,0.9984813493823619,0.16403927174515776,5.990469304568689e-06,95.0,94.54922528967136,drop
clustered,low,259200,120,0,2,5184000.0,5035485.012,5037448.8719999995,5033085.012,1.0290923306069837,0.9996101479042466,0.08670348284591789,0.0002382158172701351,50.0,97.9035481883354,drop
random_avg,low,259200,120,0,2,5184000.0,5035485.011999999,5038507.5744,5033085.011999999,1.0288761261455563,0.9994001374248783,0.10773834312499897,0.000238165769941101,50.0,97.20202581866735,drop
clustered,low,259200,120,0,5,5184000.0,5035485.012,5038770.072000001,5033085.012,1.028822495554427,0.9993480432817812,0.11295378453664018,9.526134218096546e-05,80.0,96.55099863242177,drop
random_avg,low,259200,120,0,5,5184000.0,5035485.011999999,5041184.584799999,5033085.011999999,1.028329767805219,0.9988694315541318,0.16092660427331928,9.521571924122398e-05,80.0,94.95108279106068,drop
clustered,low,259200,120,0,10,5184000.0,5035485.012,5041551.047999999,5033085.012,1.0282549855478527,0.9987967917130572,0.1682076893160689,4.760439747906725e-05,90.0,94.54922528967205,drop
random_avg,low,259200,120,0,10,5184000.0,5035485.011999999,5041551.0479999995,5033085.011999999,1.0282549855478524,0.9987967917130569,0.1682076893161133,4.7604397479067245e-05,90.0,94.54922528967074,drop
clustered,low,259200,120,0,20,5184000.0,5035485.012,5041431.047999999,5033085.012,1.02827946085994,0.9988205658386705,0.16582346572926454,2.3802765297683793e-05,95.0,94.54922528967205,drop
random_avg,low,259200,120,0,20,5184000.0,5035485.011999999,5041431.047999999,5033085.011999999,1.02827946085994,0.9988205658386703,0.1658234657292912,2.3802765297683793e-05,95.0,94.54922528967136,drop
clustered,low,259200,120,0.001,2,5184000.0,5035485.032,5037448.891999999,5033085.012,1.0290923265212157,0.9996101479057945,0.08670388021649877,0.00023821978658796093,50.0,97.9035481883354,drop
random_avg,low,259200,120,0.001,2,5184000.0,5035485.031999999,5038507.5944,5033085.011999999,1.0288761220615052,0.9994001374272593,0.10773874049557985,0.00023816973842520202,50.0,97.20202581866735,drop
clustered,low,259200,120,0.001,5,5184000.0,5035485.032,5038770.092,5033085.012,1.0288224914708015,0.9993480432843689,0.11295418190722106,9.526531102542711e-05,80.0,96.55099863242177,drop
random_avg,low,259200,120,0.001,5,5184000.0,5035485.031999999,5041184.604799999,5033085.011999999,1.028329763725504,0.9988694315586171,0.16092700164390017,9.52196861850919e-05,80.0,94.95108279106068,drop
clustered,low,259200,120,0.001,10,5184000.0,5035485.032,5041551.067999998,5033085.012,1.0282549814687312,0.9987967917178304,0.16820808668664977,4.7608364323326555e-05,90.0,94.54922528967205,drop
random_avg,low,259200,120,0.001,10,5184000.0,5035485.031999999,5041551.067999999,5033085.011999999,1.028254981468731,0.9987967917178301,0.16820808668669862,4.760836432332655e-05,90.0,94.54922528967074,drop
clustered,low,259200,120,0.001,20,5184000.0,5035485.032,5041431.067999998,5033085.012,1.0282794567806242,0.9988205658433494,0.16582386309984543,2.3806732330789064e-05,95.0,94.54922528967205,drop
random_avg,low,259200,120,0.001,20,5184000.0,5035485.031999999,5041431.067999998,5033085.011999999,1.0282794567806242,0.9988205658433492,0.16582386309987207,2.3806732330789064e-05,95.0,94.54922528967136,drop
clustered,low,259200,120,0.01,2,5184000.0,5035485.212,5037449.072,5033085.012,1.0290922897493067,0.9996101479197248,0.08670745655188217,0.00023825551044697493,50.0,97.9035481883354,drop
random_avg,low,259200,120,0.01,2,5184000.0,5035485.211999999,5038507.7744,5033085.011999999,1.0288760853050443,0.9994001374486883,0.10774231683098101,0.00023820545478069332,50.0,97.20202581866735,drop
clustered,low,259200,120,0.01,5,5184000.0,5035485.212,5038770.272000001,5033085.012,1.0288224547181737,0.9993480433076588,0.11295775824262666,9.530103062416415e-05,80.0,96.55099863242177,drop
random_avg,low,259200,120,0.01,5,5184000.0,5035485.211999999,5041184.7848,5033085.011999999,1.0283297270080698,0.9988694315989838,0.16093057797929688,9.525538867848672e-05,80.0,94.95108279106068,drop
clustered,low,259200,120,0.01,10,5184000.0,5035485.212,5041551.247999999,5033085.012,1.0282549447566385,0.998796791760789,0.16821166302205537,4.764406592024393e-05,90.0,94.54922528967205,drop
random_avg,low,259200,120,0.01,10,5184000.0,5035485.211999999,5041551.248,5033085.011999999,1.0282549447566383,0.9987967917607886,0.16821166302208201,4.764406592024392e-05,90.0,94.54922528967074,drop
clustered,low,259200,120,0.01,20,5184000.0,5035485.212,5041431.247999999,5033085.012,1.0282794200667837,0.9988205658854601,0.16582743943525102,2.38424356273201e-05,95.0,94.54922528967205,drop
random_avg,low,259200,120,0.01,20,5184000.0,5035485.211999999,5041431.247999999,5033085.011999999,1.0282794200667837,0.9988205658854599,0.1658274394352688,2.38424356273201e-05,95.0,94.54922528967136,drop
clustered,medium,600,1,0,2,12000.0,11021.885000000002,11032.81,11001.885000000002,1.0876648831983875,0.9990097717625883,0.28108819534105045,0.0009063874026653229,50.0,97.90354818833526,narrow_keep
random_avg,medium,600,1,0,2,12000.0,11021.885,11039.812,11001.885,1.0869753272325984,0.9983764212162558,0.34473183459013956,0.000905812772693832,50.0,97.20202581866836,narrow_keep
clustered,medium,600,1,0,5,12000.0,11021.885000000002,11040.309999999998,11001.885000000002,1.0869260011720687,0.9983311157023674,0.34925833164041187,0.0003623086670573563,80.0,96.55099863242255,narrow_keep
random_avg,medium,600,1,0,5,12000.0,11021.885,11056.278999999999,11001.885,1.0853564436180436,0.9968894921305885,0.4944061858490434,0.00036178548120601454,80.0,94.95108279106138,narrow_keep
clustered,medium,600,1,0,10,12000.0,11021.885000000002,11058.289999999999,11001.885000000002,1.08515873611562,0.9967078996843095,0.5126848717287746,0.00018085978935260337,90.0,94.54922528967131,narrow_keep
random_avg,medium,600,1,0,10,12000.0,11021.885,11058.289999999999,11001.885,1.08515873611562,0.9967078996843094,0.5126848717287968,0.00018085978935260337,90.0,94.54922528967114,narrow_keep
clustered,medium,600,1,0,20,12000.0,11021.885000000002,11057.290000000003,11001.885000000002,1.0852568757805934,0.9967980400260823,0.5035955202222331,9.04380729817161e-05,95.0,94.54922528967096,narrow_keep
random_avg,medium,600,1,0,20,12000.0,11021.885,11057.29,11001.885,1.0852568757805936,0.9967980400260823,0.5035955202222242,9.043807298171612e-05,95.0,94.54922528967096,narrow_keep
clustered,medium,600,1,0.001,2,12000.0,11021.905000000002,11032.83,11001.885000000002,1.0876629115104648,0.9990097735576459,0.2812699823711906,0.0009081985311112379,50.0,97.90354818833526,narrow_keep
random_avg,medium,600,1,0.001,2,12000.0,11021.905,11039.832,11001.885,1.086973358043361,0.9983764241570761,0.3449136216202797,0.0009076227539662064,50.0,97.20202581866836,narrow_keep
clustered,medium,600,1,0.001,5,12000.0,11021.905000000002,11040.329999999998,11001.885000000002,1.0869240321620823,0.9983311187256182,0.3494401186705298,0.0003641195507742975,80.0,96.55099863242255,narrow_keep
random_avg,medium,600,1,0.001,5,12000.0,11021.905,11056.298999999999,11001.885,1.0853544802899806,0.9968894977567117,0.49458797287917466,0.0003635937508971434,80.0,94.95108279106138,narrow_keep
clustered,medium,600,1,0.001,10,12000.0,11021.905000000002,11058.31,11001.885000000002,1.0851567735033654,0.9967079056383844,0.5128666587589148,0.0001826680568730665,90.0,94.54922528967131,narrow_keep
random_avg,medium,600,1,0.001,10,12000.0,11021.905,11058.31,11001.885,1.0851567735033654,0.9967079056383843,0.5128666587589148,0.0001826680568730665,90.0,94.54922528967114,narrow_keep
clustered,medium,600,1,0.001,20,12000.0,11021.905000000002,11057.310000000003,11001.885000000002,1.085254912813333,0.9967980458176536,0.503777307252351,9.224666758913332e-05,95.0,94.54922528967096,narrow_keep
random_avg,medium,600,1,0.001,20,12000.0,11021.905,11057.310000000001,11001.885,1.0852549128133333,0.9967980458176536,0.5037773072523599,9.224666758913333e-05,95.0,94.54922528967096,narrow_keep
clustered,medium,600,1,0.01,2,12000.0,11022.085000000003,11033.01,11001.885000000002,1.087645166640835,0.999009789712871,0.2829060656423632,0.0009244983916447098,50.0,97.90354818833526,narrow_keep
random_avg,medium,600,1,0.01,2,12000.0,11022.085000000001,11040.012,11001.885,1.086955635661288,0.9983764506239791,0.3465497048914745,0.0009239122903120946,50.0,97.20202581866836,narrow_keep
clustered,medium,600,1,0.01,5,12000.0,11022.085000000003,11040.509999999998,11001.885000000002,1.0869063113932238,0.9983311459343821,0.3510762019417246,0.00038041720898762834,80.0,96.55099863242255,narrow_keep
random_avg,medium,600,1,0.01,5,12000.0,11022.085000000001,11056.479,11001.885,1.0853368106570436,0.9968895483909035,0.4962240561503606,0.0003798678837299653,80.0,94.95108279106138,narrow_keep
clustered,medium,600,1,0.01,10,12000.0,11022.085000000003,11058.49,11001.885000000002,1.0851391103125292,0.9967079592240896,0.5145027420300874,0.0001989421702239637,90.0,94.54922528967131,narrow_keep
random_avg,medium,600,1,0.01,10,12000.0,11022.085000000001,11058.49,11001.885,1.0851391103125292,0.9967079592240895,0.5145027420301096,0.0001989421702239637,90.0,94.54922528967114,narrow_keep
clustered,medium,600,1,0.01,20,12000.0,11022.085000000003,11057.490000000003,11001.885000000002,1.0852372464275344,0.9967980979408527,0.5054133905235458,0.00010852372464275343,95.0,94.54922528967096,narrow_keep
random_avg,medium,600,1,0.01,20,12000.0,11022.085000000001,11057.490000000002,11001.885,1.0852372464275344,0.9967980979408527,0.5054133905235458,0.00010852372464275344,95.0,94.54922528967096,narrow_keep
clustered,medium,600,5,0,2,12000.0,11101.885000000002,11072.81,11001.885000000002,1.0837357454882728,1.0026258014000062,0.6446622556043557,0.004515565606201136,50.0,97.90354818833526,narrow_keep
random_avg,medium,600,5,0,2,12000.0,11101.885,11079.812,11001.885,1.0830511598743302,1.0019924521701191,0.7083058948534582,0.004512713166143043,50.0,97.20202581866836,narrow_keep
clustered,medium,600,5,0,5,12000.0,11101.885000000002,11056.309999999998,11001.885000000002,1.0853530698759353,1.0041220805133,0.49468795574572066,0.0018089217831265588,80.0,96.55099863242255,narrow_keep
random_avg,medium,600,5,0,5,12000.0,11101.885,11072.278999999999,11001.885,1.0837880480187567,1.0026741894565596,0.6398358099543655,0.0018063134133645947,80.0,94.95108279106138,narrow_keep
clustered,medium,600,5,0,10,12000.0,11101.885000000002,11066.289999999999,11001.885000000002,1.0843742573165895,1.0032165251407656,0.5853996837814401,0.0009036452144304913,90.0,94.54922528967131,narrow_keep
random_avg,medium,600,5,0,10,12000.0,11101.885,11066.289999999999,11001.885,1.0843742573165895,1.0032165251407654,0.5853996837814401,0.0009036452144304912,90.0,94.54922528967114,narrow_keep
clustered,medium,600,5,0,20,12000.0,11101.885000000002,11061.290000000003,11001.885000000002,1.0848644235889302,1.0036700059396326,0.5399529262485547,0.00045202684316205424,95.0,94.54922528967096,narrow_keep
random_avg,medium,600,5,0,20,12000.0,11101.885,11061.29,11001.885,1.0848644235889304,1.0036700059396326,0.5399529262485547,0.0004520268431620543,95.0,94.54922528967096,narrow_keep
clustered,medium,600,5,0.001,2,12000.0,11101.905000000002,11072.83,11001.885000000002,1.0837337880198648,1.0026257966572234,0.6448440426344959,0.004517363673062803,50.0,97.90354818833526,narrow_keep
random_avg,medium,600,5,0.001,2,12000.0,11101.905,11079.832,11001.885,1.0830492048776406,1.001992448573092,0.708487681883585,0.004514510102331632,50.0,97.20202581866836,narrow_keep
clustered,medium,600,5,0.001,5,12000.0,11101.905000000002,11056.329999999998,11001.885000000002,1.0853511065606762,1.0041220730567924,0.4948697427758608,0.0018107274294453949,80.0,96.55099863242255,narrow_keep
random_avg,medium,600,5,0.001,5,12000.0,11101.905,11072.298999999999,11001.885,1.0837860903608094,1.0026741846255938,0.6400175969844968,0.0018081164607519505,80.0,94.95108279106138,narrow_keep
clustered,medium,600,5,0.001,10,12000.0,11101.905000000002,11066.31,11001.885000000002,1.0843722975409147,1.003216519327581,0.5855814708115803,0.0009054508684466638,90.0,94.54922528967131,narrow_keep
random_avg,medium,600,5,0.001,10,12000.0,11101.905,11066.31,11001.885,1.0843722975409147,1.0032165193275808,0.5855814708115803,0.0009054508684466638,90.0,94.54922528967114,narrow_keep
clustered,medium,600,5,0.001,20,12000.0,11101.905000000002,11061.310000000003,11001.885000000002,1.0848624620411143,1.0036699993038798,0.5401347132786949,0.00045383412995386605,95.0,94.54922528967096,narrow_keep
random_avg,medium,600,5,0.001,20,12000.0,11101.905,11061.310000000001,11001.885,1.0848624620411143,1.0036699993038798,0.540134713278686,0.0004538341299538661,95.0,94.54922528967096,narrow_keep
clustered,medium,600,5,0.01,2,12000.0,11102.085000000003,11073.01,11001.885000000002,1.0837161711223957,1.0026257539729488,0.6464801259056907,0.004533545982528689,50.0,97.90354818833526,narrow_keep
random_avg,medium,600,5,0.01,2,12000.0,11102.085000000001,11080.012,11001.885,1.0830316102250321,1.0019924162004314,0.7101237651547798,0.004530682236108051,50.0,97.20202581866836,narrow_keep
clustered,medium,600,5,0.01,5,12000.0,11102.085000000003,11056.509999999998,11001.885000000002,1.085333437042973,1.0041220059494365,0.4965058260470556,0.0018269779523556711,80.0,96.55099863242255,narrow_keep
random_avg,medium,600,5,0.01,5,12000.0,11102.085000000001,11072.479,11001.885,1.0837684717575318,1.002674141147685,0.6416536802556871,0.0018243435941251785,80.0,94.95108279106138,narrow_keep
clustered,medium,600,5,0.01,10,12000.0,11102.085000000003,11066.49,11001.885000000002,1.0843546598786065,1.003216467009865,0.5872175540827529,0.0009217014608968154,90.0,94.54922528967131,narrow_keep
random_avg,medium,600,5,0.01,10,12000.0,11102.085000000001,11066.49,11001.885,1.0843546598786065,1.003216467009865,0.5872175540827751,0.0009217014608968154,90.0,94.54922528967114,narrow_keep
