Layer, Type, start time, end time, duration, Bytes to be transferred, Collective type, Parallelism, Locality, Degree, SRC, DEST
'BWD_FFN', 'Compute', 5654.6439115904195, 5684.44187060883, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5684.44187060883, 5710.37373385129, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5710.37373385129, 5740.171692869701, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5740.171692869701, 5766.103556112161, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5766.103556112161, 5795.901515130571, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5795.901515130571, 5821.833378373031, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5821.833378373031, 5851.631337391442, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5851.631337391442, 5877.563200633902, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5877.563200633902, 5907.361159652312, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5907.361159652312, 5933.293022894773, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
